id,course_id,course_name,entity_type,label,source_id,parent_id,path,image_ids,extra_json
C16:K:1118,C16,人工智能,knowledge,"1.分别对每一条知识求出CF(H)CF1(H)=CF(H,E1)×max{0,CF(E1)}CF2(H)=CF(H,E2)×max{0,CF(E2)}",1118,C16:K:1108,"人工智能 > 5.不确定性推理 > 2.可信度方法 > 5.结论不确定性的合成算法 > 1.分别对每一条知识求出CF(H)CF1(H)=CF(H,E1)×max{0,CF(E1)}CF2(H)=CF(H,E2)×max{0,CF(E2)}",[],
C16:K:1120,C16,人工智能,knowledge,2.求出E1与E2对H的综合影响所形成的可信度CF12(H),1120,C16:K:1108,人工智能 > 5.不确定性推理 > 2.可信度方法 > 5.结论不确定性的合成算法 > 2.求出E1与E2对H的综合影响所形成的可信度CF12(H),"[""C16:IMG:1125""]",
C16:K:1122,C16,人工智能,knowledge,3.例题,1122,C16:K:1108,人工智能 > 5.不确定性推理 > 2.可信度方法 > 5.结论不确定性的合成算法 > 3.例题,"[""C16:IMG:1128"",""C16:IMG:1129"",""C16:IMG:1130"",""C16:IMG:1131"",""C16:IMG:1132""]",
C16:K:1133,C16,人工智能,knowledge,1.概率分配函数,1133,C16:K:994,人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数,[],
C16:K:1135,C16,人工智能,knowledge,2.信任函数,1135,C16:K:994,人工智能 > 5.不确定性推理 > 3.证据理论 > 2.信任函数,[],
C16:K:1137,C16,人工智能,knowledge,3.似然函数,1137,C16:K:994,人工智能 > 5.不确定性推理 > 3.证据理论 > 3.似然函数,[],
C16:K:1139,C16,人工智能,knowledge,4.概率分配函数的正交和(证据的组合),1139,C16:K:994,人工智能 > 5.不确定性推理 > 3.证据理论 > 4.概率分配函数的正交和(证据的组合),[],
C16:K:1141,C16,人工智能,knowledge,5.基于证据理论的不确定性推理,1141,C16:K:994,人工智能 > 5.不确定性推理 > 3.证据理论 > 5.基于证据理论的不确定性推理,[],
C16:K:1143,C16,人工智能,knowledge,0.简述,1143,C16:K:994,人工智能 > 5.不确定性推理 > 3.证据理论 > 0.简述,[],
C16:K:1145,C16,人工智能,knowledge,"1.证据理论(theoryofevidence)：又称D－S理论,是德普斯特(A.P.Dempster)首先提出,沙佛(G.Shafer)进一步发展起来的一种处理不确定性的理论",1145,C16:K:1143,"人工智能 > 5.不确定性推理 > 3.证据理论 > 0.简述 > 1.证据理论(theoryofevidence)：又称D－S理论,是德普斯特(A.P.Dempster)首先提出,沙佛(G.Shafer)进一步发展起来的一种处理不确定性的理论",[],
C16:K:1147,C16,人工智能,knowledge,"2.1981年巴纳特(J.A.Barnett)把该理论引入专家系统中,同年卡威(JGarvey)等人用它实现了不确定性推理",1147,C16:K:1143,"人工智能 > 5.不确定性推理 > 3.证据理论 > 0.简述 > 2.1981年巴纳特(J.A.Barnett)把该理论引入专家系统中,同年卡威(JGarvey)等人用它实现了不确定性推理",[],
C16:K:1149,C16,人工智能,knowledge,"3.目前,在证据理论的基础上已经发展了多种不确定性推理模型",1149,C16:K:1143,"人工智能 > 5.不确定性推理 > 3.证据理论 > 0.简述 > 3.目前,在证据理论的基础上已经发展了多种不确定性推理模型",[],
C16:K:1151,C16,人工智能,knowledge,1.步骤,1151,C16:K:1141,人工智能 > 5.不确定性推理 > 3.证据理论 > 5.基于证据理论的不确定性推理 > 1.步骤,[],
C16:K:1153,C16,人工智能,knowledge,1.样本空间,1153,C16:K:1133,人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 1.样本空间,[],
C16:K:1155,C16,人工智能,knowledge,2.概率分配函数,1155,C16:K:1133,人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 2.概率分配函数,[],
C16:K:1157,C16,人工智能,knowledge,3.几点说明,1157,C16:K:1133,人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 3.几点说明,[],
C16:K:1159,C16,人工智能,knowledge,"1.设D是变量x所有可能取值的集合,且D中的元素是互斥的,在任一时刻x都取且只能取D中的某一个元素为值,则称D为x的样本空间。",1159,C16:K:1153,"人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 1.样本空间 > 1.设D是变量x所有可能取值的集合,且D中的元素是互斥的,在任一时刻x都取且只能取D中的某一个元素为值,则称D为x的样本空间。",[],
C16:K:1161,C16,人工智能,knowledge,"2.在证据理论中,D的任何一个子集A都对应于一个关于x的命题,称该命题为“x的值是在A中”。",1161,C16:K:1153,"人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 1.样本空间 > 2.在证据理论中,D的任何一个子集A都对应于一个关于x的命题,称该命题为“x的值是在A中”。",[],
C16:K:1163,C16,人工智能,knowledge,"1.设D为样本空间,领域内的命题都用D的子集表示",1163,C16:K:1155,"人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 2.概率分配函数 > 1.设D为样本空间,领域内的命题都用D的子集表示","[""C16:IMG:1167""]",
C16:K:1168,C16,人工智能,knowledge,"1.设样本空间D中有n个元素,则D中子集的个数为2^n个。2^D: D的所有子集。",1168,C16:K:1157,"人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 3.几点说明 > 1.设样本空间D中有n个元素,则D中子集的个数为2^n个。2^D: D的所有子集。",[],
C16:K:1170,C16,人工智能,knowledge,"2.概率分配函数:把D的任意一个子集A都映射为[0,1]上的一个数M(A)。A∈D﹐A≠D时,M(A):对应命题A的精确信任度",1170,C16:K:1157,"人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 3.几点说明 > 2.概率分配函数:把D的任意一个子集A都映射为[0,1]上的一个数M(A)。A∈D﹐A≠D时,M(A):对应命题A的精确信任度",[],
C16:K:1172,C16,人工智能,knowledge,3.概率分配函数与概率不同,1172,C16:K:1157,人工智能 > 5.不确定性推理 > 3.证据理论 > 1.概率分配函数 > 3.几点说明 > 3.概率分配函数与概率不同,[],
C16:K:1174,C16,人工智能,knowledge,1.,1174,C16:K:1135,人工智能 > 5.不确定性推理 > 3.证据理论 > 2.信任函数 > 1.,"[""C16:IMG:1180""]",
C16:K:1176,C16,人工智能,knowledge,2.Bel(A):对命题A为真的总的信任程度。仅为属于A的所有子集,1176,C16:K:1135,人工智能 > 5.不确定性推理 > 3.证据理论 > 2.信任函数 > 2.Bel(A):对命题A为真的总的信任程度。仅为属于A的所有子集,[],
C16:K:1178,C16,人工智能,knowledge,"3.空子集的信任函数是0,整个空间的信任函数是1",1178,C16:K:1135,"人工智能 > 5.不确定性推理 > 3.证据理论 > 2.信任函数 > 3.空子集的信任函数是0,整个空间的信任函数是1",[],
C16:K:1181,C16,人工智能,knowledge,1.又称不可驳斥函数或上限函数,1181,C16:K:1137,人工智能 > 5.不确定性推理 > 3.证据理论 > 3.似然函数 > 1.又称不可驳斥函数或上限函数,[],
C16:K:1183,C16,人工智能,knowledge,2.,1183,C16:K:1137,人工智能 > 5.不确定性推理 > 3.证据理论 > 3.似然函数 > 2.,"[""C16:IMG:5543"",""C16:IMG:5544""]",
C16:K:1186,C16,人工智能,knowledge,"3.信任函数是为真的可能性,似然函数是非假的可能性",1186,C16:K:1137,"人工智能 > 5.不确定性推理 > 3.证据理论 > 3.似然函数 > 3.信任函数是为真的可能性,似然函数是非假的可能性",[],
C16:K:1190,C16,人工智能,knowledge,1.定义,1190,C16:K:1139,人工智能 > 5.不确定性推理 > 3.证据理论 > 4.概率分配函数的正交和(证据的组合) > 1.定义,"[""C16:IMG:1199"",""C16:IMG:1200""]",
C16:K:1192,C16,人工智能,knowledge,2.例题,1192,C16:K:1139,人工智能 > 5.不确定性推理 > 3.证据理论 > 4.概率分配函数的正交和(证据的组合) > 2.例题,"[""C16:IMG:1203"",""C16:IMG:1204""]",
C16:K:1205,C16,人工智能,knowledge,2.例题,1205,C16:K:1141,人工智能 > 5.不确定性推理 > 3.证据理论 > 5.基于证据理论的不确定性推理 > 2.例题,"[""C16:IMG:5547"",""C16:IMG:5548"",""C16:IMG:5552""]",
C16:K:5549,C16,人工智能,knowledge,3个样本空间不好理解,5549,C16:K:1205,人工智能 > 5.不确定性推理 > 3.证据理论 > 5.基于证据理论的不确定性推理 > 2.例题 > 3个样本空间不好理解,"[""C16:IMG:1211"",""C16:IMG:1212"",""C16:IMG:1213"",""C16:IMG:1214""]",
C16:K:1209,C16,人工智能,knowledge,"(1)建立问题的样本空间D。(2)由经验给出,或者由随机性规则和事实的信度度量算基本概率分配函数。(3)计算所关心的子集的信任函数值、似然函数值。(4)由信任函数值、似然函数值得出结论。",1209,C16:K:1151,"人工智能 > 5.不确定性推理 > 3.证据理论 > 5.基于证据理论的不确定性推理 > 1.步骤 > (1)建立问题的样本空间D。(2)由经验给出,或者由随机性规则和事实的信度度量算基本概率分配函数。(3)计算所关心的子集的信任函数值、似然函数值。(4)由信任函数值、似然函数值得出结论。",[],
C16:K:1215,C16,人工智能,knowledge,1.模糊逻辑的提出,1215,C16:K:123,人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出,[],
C16:K:1217,C16,人工智能,knowledge,2.模糊集合与  隶属函数,1217,C16:K:123,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数,[],
C16:K:1219,C16,人工智能,knowledge,3.模糊关系及合成,1219,C16:K:123,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成,[],
C16:K:1221,C16,人工智能,knowledge,4.模糊推理,1221,C16:K:123,人工智能 > 6.模糊推理方法 > 4.模糊推理,[],
C16:K:1223,C16,人工智能,knowledge,6.模糊推理应用,1223,C16:K:123,人工智能 > 6.模糊推理方法 > 6.模糊推理应用,"[""C16:IMG:1380"",""C16:IMG:1381"",""C16:IMG:1382""]",
C16:K:1225,C16,人工智能,knowledge,"1.1965年,美国L.A.Zadeh发表了“fuzzyset”的论文,首先提出了模糊理论",1225,C16:K:1215,"人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 1.1965年,美国L.A.Zadeh发表了“fuzzyset”的论文,首先提出了模糊理论",[],
C16:K:1229,C16,人工智能,knowledge,"2.从1965年到20世纪80年代,在美国、欧洲、中国和日本,只有少数科学家研究模糊理论",1229,C16:K:1215,"人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 2.从1965年到20世纪80年代,在美国、欧洲、中国和日本,只有少数科学家研究模糊理论",[],
C16:K:1231,C16,人工智能,knowledge,"3.1974年,英国Mamdani首次将模糊理论应用于热电厂的蒸汽机控制",1231,C16:K:1215,"人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 3.1974年,英国Mamdani首次将模糊理论应用于热电厂的蒸汽机控制",[],
C16:K:1233,C16,人工智能,knowledge,"4.1976年,Mamdani又将模糊理论应用于水泥旋转炉的控制",1233,C16:K:1215,"人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 4.1976年,Mamdani又将模糊理论应用于水泥旋转炉的控制",[],
C16:K:1235,C16,人工智能,knowledge,5.1983年日本Fuji Electric公司实现了饮水处理装置的模糊控制,1235,C16:K:1215,人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 5.1983年日本Fuji Electric公司实现了饮水处理装置的模糊控制,[],
C16:K:1237,C16,人工智能,knowledge,6.1987年日本Hitachi公司研制出地铁的模糊控制系统,1237,C16:K:1215,人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 6.1987年日本Hitachi公司研制出地铁的模糊控制系统,[],
C16:K:1239,C16,人工智能,knowledge,7.1987年－1990年在日本申报的模糊产品专利就达319种,1239,C16:K:1215,人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 7.1987年－1990年在日本申报的模糊产品专利就达319种,[],
C16:K:1241,C16,人工智能,knowledge,"8.目前,各种模糊产品充满日本、西欧和美国市场,如模糊洗衣机、模糊吸尘器、模糊电冰箱和模糊摄像机等",1241,C16:K:1215,"人工智能 > 6.模糊推理方法 > 1.模糊逻辑的提出 > 8.目前,各种模糊产品充满日本、西欧和美国市场,如模糊洗衣机、模糊吸尘器、模糊电冰箱和模糊摄像机等",[],
C16:K:1243,C16,人工智能,knowledge,1.模糊集合的定义,1243,C16:K:1217,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 1.模糊集合的定义,[],
C16:K:1245,C16,人工智能,knowledge,2.模糊集合的  表示方法,1245,C16:K:1217,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 2.模糊集合的  表示方法,[],
C16:K:1247,C16,人工智能,knowledge,3.隶属函数,1247,C16:K:1217,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 3.隶属函数,[],
C16:K:1251,C16,人工智能,knowledge,1.论域,1251,C16:K:1243,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 1.模糊集合的定义 > 1.论域,[],
C16:K:1253,C16,人工智能,knowledge,2.元素,1253,C16:K:1243,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 1.模糊集合的定义 > 2.元素,[],
C16:K:1255,C16,人工智能,knowledge,3.集合,1255,C16:K:1243,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 1.模糊集合的定义 > 3.集合,[],
C16:K:1257,C16,人工智能,knowledge,4.元素a和集合A的关系,1257,C16:K:1243,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 1.模糊集合的定义 > 4.元素a和集合A的关系,[],
C16:K:1259,C16,人工智能,knowledge,5.隶属函数,1259,C16:K:1243,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 1.模糊集合的定义 > 5.隶属函数,[],
C16:K:1261,C16,人工智能,knowledge,0.通用,1261,C16:K:1245,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 2.模糊集合的  表示方法 > 0.通用,"[""C16:IMG:1265""]",
C16:K:1266,C16,人工智能,knowledge,1.Zadeh表示法,1266,C16:K:1245,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 2.模糊集合的  表示方法 > 1.Zadeh表示法,"[""C16:IMG:1270"",""C16:IMG:1271""]",
C16:K:1272,C16,人工智能,knowledge,2.序偶表示法,1272,C16:K:1245,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 2.模糊集合的  表示方法 > 2.序偶表示法,"[""C16:IMG:1276""]",
C16:K:1277,C16,人工智能,knowledge,3.向量表示法,1277,C16:K:1245,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 2.模糊集合的  表示方法 > 3.向量表示法,[],
C16:K:1279,C16,人工智能,knowledge,不能缺省,1279,C16:K:1277,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 2.模糊集合的  表示方法 > 3.向量表示法 > 不能缺省,"[""C16:IMG:1281""]",
C16:K:1282,C16,人工智能,knowledge,1.常见的隶属函数有正态分布、三角分布、梯形分布,1282,C16:K:1247,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 3.隶属函数 > 1.常见的隶属函数有正态分布、三角分布、梯形分布,[],
C16:K:1284,C16,人工智能,knowledge,"2.确定方法:模糊统计法,专家经验法,二元对比排序法,基本概念扩充法",1284,C16:K:1247,"人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 3.隶属函数 > 2.确定方法:模糊统计法,专家经验法,二元对比排序法,基本概念扩充法",[],
C16:K:1286,C16,人工智能,knowledge,3.举例,1286,C16:K:1247,人工智能 > 6.模糊推理方法 > 2.模糊集合与  隶属函数 > 3.隶属函数 > 3.举例,"[""C16:IMG:1292""]",
C16:K:1293,C16,人工智能,knowledge,1.模糊关系,1293,C16:K:1219,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系,[],
C16:K:1295,C16,人工智能,knowledge,2.合成,1295,C16:K:1219,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 2.合成,"[""C16:IMG:1325"",""C16:IMG:1326""]",
C16:K:1299,C16,人工智能,knowledge,1.定义,1299,C16:K:1293,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系 > 1.定义,[],
C16:K:1301,C16,人工智能,knowledge,2.叉积常用最小算子运算:取小运算,1301,C16:K:1293,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系 > 2.叉积常用最小算子运算:取小运算,"[""C16:IMG:1311""]",
C16:K:1303,C16,人工智能,knowledge,3.A、B：离散模糊集的隶属函数,1303,C16:K:1293,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系 > 3.A、B：离散模糊集的隶属函数,"[""C16:IMG:1314""]",
C16:K:1305,C16,人工智能,knowledge,"4.叉积运算:必须用圈,代表模糊合成",1305,C16:K:1293,"人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系 > 4.叉积运算:必须用圈,代表模糊合成","[""C16:IMG:1317""]",
C16:K:1307,C16,人工智能,knowledge,"A、B：模糊集合,模糊关系用叉积(cartesianproduct)表示：R:A×B→[0,1]",1307,C16:K:1299,"人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系 > 1.定义 > A、B：模糊集合,模糊关系用叉积(cartesianproduct)表示：R:A×B→[0,1]",[],
C16:K:1318,C16,人工智能,knowledge,5.举例,1318,C16:K:1293,人工智能 > 6.模糊推理方法 > 3.模糊关系及合成 > 1.模糊关系 > 5.举例,"[""C16:IMG:1322"",""C16:IMG:1323""]",
C16:K:1335,C16,人工智能,knowledge,5.模糊决策,1335,C16:K:123,人工智能 > 6.模糊推理方法 > 5.模糊决策,[],
C16:K:1337,C16,人工智能,knowledge,1.模糊知识表示,1337,C16:K:1221,人工智能 > 6.模糊推理方法 > 4.模糊推理 > 1.模糊知识表示,[],
C16:K:1339,C16,人工智能,knowledge,2.对IF A THEN B类型  的模糊规则的推理,1339,C16:K:1221,人工智能 > 6.模糊推理方法 > 4.模糊推理 > 2.对IF A THEN B类型  的模糊规则的推理,[],
C16:K:1341,C16,人工智能,knowledge,1.人类思维判断的基本形式,1341,C16:K:1337,人工智能 > 6.模糊推理方法 > 4.模糊推理 > 1.模糊知识表示 > 1.人类思维判断的基本形式,[],
C16:K:1343,C16,人工智能,knowledge,2.模糊规则,1343,C16:K:1337,人工智能 > 6.模糊推理方法 > 4.模糊推理 > 1.模糊知识表示 > 2.模糊规则,[],
C16:K:1345,C16,人工智能,knowledge,1.定义,1345,C16:K:1339,人工智能 > 6.模糊推理方法 > 4.模糊推理 > 2.对IF A THEN B类型  的模糊规则的推理 > 1.定义,"[""C16:IMG:1351"",""C16:IMG:1352""]",
C16:K:1347,C16,人工智能,knowledge,2.例题,1347,C16:K:1339,人工智能 > 6.模糊推理方法 > 4.模糊推理 > 2.对IF A THEN B类型  的模糊规则的推理 > 2.例题,"[""C16:IMG:1355"",""C16:IMG:1356""]",
C16:K:1357,C16,人工智能,knowledge,1.最大隶属度法,1357,C16:K:1335,人工智能 > 6.模糊推理方法 > 5.模糊决策 > 1.最大隶属度法,"[""C16:IMG:1369""]",
C16:K:1359,C16,人工智能,knowledge,2.加权平均判决法,1359,C16:K:1335,人工智能 > 6.模糊推理方法 > 5.模糊决策 > 2.加权平均判决法,"[""C16:IMG:1372"",""C16:IMG:1373""]",
C16:K:1361,C16,人工智能,knowledge,3.中位数法,1361,C16:K:1335,人工智能 > 6.模糊推理方法 > 5.模糊决策 > 3.中位数法,"[""C16:IMG:1376"",""C16:IMG:1377""]",
C16:K:1363,C16,人工智能,knowledge,0.模糊决策/模糊判决/解模糊/清晰化,1363,C16:K:1335,人工智能 > 6.模糊推理方法 > 5.模糊决策 > 0.模糊决策/模糊判决/解模糊/清晰化,[],
C16:K:1365,C16,人工智能,knowledge,"由模糊推理得到的结论或者操作是一个模糊向量,转化为确定值的过程",1365,C16:K:1363,"人工智能 > 6.模糊推理方法 > 5.模糊决策 > 0.模糊决策/模糊判决/解模糊/清晰化 > 由模糊推理得到的结论或者操作是一个模糊向量,转化为确定值的过程",[],
C16:K:1383,C16,人工智能,knowledge,1.搜索的概念,1383,C16:K:121,人工智能 > 7.搜索求解策略 > 1.搜索的概念,[],
C16:K:1385,C16,人工智能,knowledge,2.状态空间搜索,1385,C16:K:121,人工智能 > 7.搜索求解策略 > 2.状态空间搜索,[],
C16:K:1387,C16,人工智能,knowledge,3.启发式策略,1387,C16:K:121,人工智能 > 7.搜索求解策略 > 3.启发式策略,[],
C16:K:1389,C16,人工智能,knowledge,4.启发信息和估价函数,1389,C16:K:121,人工智能 > 7.搜索求解策略 > 4.启发信息和估价函数,[],
C16:K:1391,C16,人工智能,knowledge,5.A搜索算法,1391,C16:K:121,人工智能 > 7.搜索求解策略 > 5.A搜索算法,[],
C16:K:1393,C16,人工智能,knowledge,6.A*搜索算法,1393,C16:K:121,人工智能 > 7.搜索求解策略 > 6.A*搜索算法,[],
C16:K:1395,C16,人工智能,knowledge,0.简述,1395,C16:K:1383,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 0.简述,[],
C16:K:1397,C16,人工智能,knowledge,"1.在求解一个问题时,涉及到两个方面:一是该问题的表示,如果一个问题找不到一个合适的表示方法,就谈不上对它求解。",1397,C16:K:1395,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 0.简述 > 1.在求解一个问题时,涉及到两个方面:一是该问题的表示,如果一个问题找不到一个合适的表示方法,就谈不上对它求解。",[],
C16:K:1399,C16,人工智能,knowledge,"2.另一方面则是选择一种相对合适的求解方法。由于绝大多数需要人工智能方法求解的问题缺乏直接求解的方法,因此,搜索为一种求解问题的一般方法。",1399,C16:K:1395,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 0.简述 > 2.另一方面则是选择一种相对合适的求解方法。由于绝大多数需要人工智能方法求解的问题缺乏直接求解的方法,因此,搜索为一种求解问题的一般方法。",[],
C16:K:1401,C16,人工智能,knowledge,1.概念,1401,C16:K:1383,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 1.概念,[],
C16:K:1403,C16,人工智能,knowledge,1.问题求解,1403,C16:K:1401,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 1.概念 > 1.问题求解,[],
C16:K:1407,C16,人工智能,knowledge,"问题的表示,求解方法",1407,C16:K:1403,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 1.概念 > 1.问题求解 > 问题的表示,求解方法",[],
C16:K:1409,C16,人工智能,knowledge,2.问题求解的基本方法,1409,C16:K:1401,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 1.概念 > 2.问题求解的基本方法,[],
C16:K:1411,C16,人工智能,knowledge,"搜索法,归纳法,归结法,推理法,产生式",1411,C16:K:1409,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 1.概念 > 2.问题求解的基本方法 > 搜索法,归纳法,归结法,推理法,产生式",[],
C16:K:1413,C16,人工智能,knowledge,2.基本问题,1413,C16:K:1383,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 2.基本问题,[],
C16:K:1415,C16,人工智能,knowledge,1.是否一定能找到一个解,1415,C16:K:1413,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 2.基本问题 > 1.是否一定能找到一个解,[],
C16:K:1417,C16,人工智能,knowledge,2.找到的解是否是最佳解,1417,C16:K:1413,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 2.基本问题 > 2.找到的解是否是最佳解,[],
C16:K:1419,C16,人工智能,knowledge,3.时间与空间复杂性如何,1419,C16:K:1413,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 2.基本问题 > 3.时间与空间复杂性如何,[],
C16:K:1421,C16,人工智能,knowledge,4.是否终止运行或是否会陷入一个死循环,1421,C16:K:1413,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 2.基本问题 > 4.是否终止运行或是否会陷入一个死循环,[],
C16:K:1423,C16,人工智能,knowledge,3.主要过程,1423,C16:K:1383,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 3.主要过程,[],
C16:K:1425,C16,人工智能,knowledge,"1.从初始或目的状态出发,并将它作为当前状态。",1425,C16:K:1423,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 3.主要过程 > 1.从初始或目的状态出发,并将它作为当前状态。",[],
C16:K:1427,C16,人工智能,knowledge,"2.扫描操作算子集,将适用当前状态的一些操作算子作用于当前状态而得到新的状态,并建立指向其父结点的指针",1427,C16:K:1423,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 3.主要过程 > 2.扫描操作算子集,将适用当前状态的一些操作算子作用于当前状态而得到新的状态,并建立指向其父结点的指针",[],
C16:K:1429,C16,人工智能,knowledge,"3.检查所生成的新状态是否满足结束状态,如果满足,则得到问题的一个解,并可沿着有关指针从结束状态反向到达开始状态,给出一解答路径;否则,将新状态作为当前状态,返回第(2)步再进行搜索",1429,C16:K:1423,"人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 3.主要过程 > 3.检查所生成的新状态是否满足结束状态,如果满足,则得到问题的一个解,并可沿着有关指针从结束状态反向到达开始状态,给出一解答路径;否则,将新状态作为当前状态,返回第(2)步再进行搜索",[],
C16:K:1433,C16,人工智能,knowledge,4.搜索方向,1433,C16:K:1383,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 4.搜索方向,[],
C16:K:1435,C16,人工智能,knowledge,1.数据驱动,1435,C16:K:1433,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 4.搜索方向 > 1.数据驱动,[],
C16:K:1437,C16,人工智能,knowledge,2.目的驱动,1437,C16:K:1433,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 4.搜索方向 > 2.目的驱动,[],
C16:K:1439,C16,人工智能,knowledge,3.双向搜索,1439,C16:K:1433,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 4.搜索方向 > 3.双向搜索,[],
C16:K:1441,C16,人工智能,knowledge,5.盲目式搜索,1441,C16:K:1383,人工智能 > 7.搜索求解策略 > 1.搜索的概念 > 5.盲目式搜索,[],
C16:K:1447,C16,人工智能,knowledge,1.表示法,1447,C16:K:1385,人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 1.表示法,[],
C16:K:1449,C16,人工智能,knowledge,2.图描述,1449,C16:K:1385,人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 2.图描述,"[""C16:IMG:1473"",""C16:IMG:1474"",""C16:IMG:1475"",""C16:IMG:1476"",""C16:IMG:1477""]",
C16:K:1451,C16,人工智能,knowledge,1.状态,1451,C16:K:1447,人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 1.表示法 > 1.状态,[],
C16:K:1453,C16,人工智能,knowledge,2.操作,1453,C16:K:1447,人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 1.表示法 > 2.操作,[],
C16:K:1455,C16,人工智能,knowledge,3.状态空间,1455,C16:K:1447,人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 1.表示法 > 3.状态空间,[],
C16:K:1457,C16,人工智能,knowledge,"表示系统状态、事实等叙述型知识的一组变量或数组：Q=[q1,q2,...,qn]^T",1457,C16:K:1451,"人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 1.表示法 > 1.状态 > 表示系统状态、事实等叙述型知识的一组变量或数组：Q=[q1,q2,...,qn]^T",[],
C16:K:1459,C16,人工智能,knowledge,"表示引起状态变化的过程型知识的一组关系或函数：F={f1,f2,...,fn}",1459,C16:K:1453,"人工智能 > 7.搜索求解策略 > 2.状态空间搜索 > 1.表示法 > 2.操作 > 表示引起状态变化的过程型知识的一组关系或函数：F={f1,f2,...,fn}",[],
