id,course_id,course_name,source_shape_id,source_id,source_entity_type,source_label,target_id,target_entity_type,target_label,relation_text,raw_relation_text,relation_status,direction,source_resolution,target_resolution
C12:R:3613,C12,数据库,3613,C12:K:288,knowledge,数据库系统三级模式结构,C12:K:314,knowledge,数据库二级映像功能,三级模式是对数据三个抽象级别，二级映象在DBMS内部实现这三个 抽象层次的联系和转换,三级模式是对数据三个抽象级别，二级映象在DBMS内部实现这三个 抽象层次的联系和转换,named,forward,direct,direct
C12:R:3732,C12,数据库,3732,C12:K:908,knowledge,完整性功能：防止数据库中存在不符合语义的数据，也就是防止数据库中存在不正确的数据防范对象：不合语义的、不正确的数据,C12:K:1107,knowledge,安全性功能：保护数据库防止恶意的破坏和非法的存取防范对象：非法用户和非法操作,完整性和安全性属于SQL数据控制部分,完整性和安全性属于SQL数据控制部分,named,forward,direct,direct
C12:R:3745,C12,数据库,3745,C12:K:2007,knowledge,关系数据理论介绍关系数据库的基本概念、关系模型、关系数据库的标准语言SQL后，针对具体问题，构造合适的数据库模式，形成数据库逻辑设计的工具——关系数据库的规范化理论。,C12:K:1773,knowledge,数据库设计,规范化理论为数据库设计提供了理论的指南和工具,规范化理论为数据库设计提供了理论的指南和工具,named,forward,direct,direct
C12:R:3746,C12,数据库,3746,C12:K:1803,knowledge,需求分析准确了解与分析用户需求,C12:K:1843,knowledge,概念结构设计整个数据库设计的关键通过对用户需求进行综合、归纳与抽象，形成一个独立于具体DBMS的概念模型,将需求分析得到的用户需求抽象为信息结构即概念模型的过程就是概念结构设计,将需求分析得到的用户需求抽象为信息结构即概念模型的过程就是概念结构设计,named,forward,direct,direct
C12:R:3752,C12,数据库,3752,C12:K:1771,chapter,数据库设计与应用开发,C12:F:3750,floating_root,软件工程,数据库开发流程与软件开发周期紧密相关，数据库是存放数据的介子，而软件是功能和可视的界面。两者开发流程也有不同,数据库开发流程与软件开发周期紧密相关，数据库是存放数据的介子，而软件是功能和可视的界面。两者开发流程也有不同,named,forward,direct,direct
C12:R:3765,C12,数据库,3765,C12:K:2017,knowledge,规范化规范化基本思想是逐步消除依赖中不合适的部分，通过对关系模式分解，把低一级的关系模式分解为若干高一级的关系模式。,C12:F:3764,floating_root,离散数学,,标签,unlabeled,forward,direct,direct
C12:R:3923,C12,数据库,3923,C12:K:1147,knowledge,安全性保护手段,C12:F:3918,floating_root,网络安全,数据库中安全性与网络安全的身份认证相关，数据库审计与网络安全审计对象不同，安全性保护手段与网安中相近,数据库中安全性与网络安全的身份认证相关，数据库审计与网络安全审计对象不同，安全性保护手段与网安中相近,named,forward,direct,direct
C12:R:3924,C12,数据库,3924,C12:K:3665,knowledge,散列（HASH）索引,C12:FI:3927,floating_item,散列函数,散列索引建立若干个桶，将索引属性按照散列函数值映射到相应桶中,散列索引建立若干个桶，将索引属性按照散列函数值映射到相应桶中,named,forward,direct,direct
C12:R:3948,C12,数据库,3948,C12:K:459,knowledge,关系代数的运算,C12:F:3940,floating_root,离散数学,关系代数的运算中二目运算与关系运算与离散数学表示方法不同，且运算在数据库中有专有形式,关系代数的运算中二目运算与关系运算与离散数学表示方法不同，且运算在数据库中有专有形式,named,forward,direct,direct
C12:R:3954,C12,数据库,3954,C12:ANCH:338,structural_anchor,无文字结构节点 338,C12:F:3951,floating_root,分布式数据库,关系数据库系统结构三级模式二级映像与分布式数据库不同,关系数据库系统结构三级模式二级映像与分布式数据库不同,named,forward,anchor,direct
C12:R:3955,C12,数据库,3955,C12:K:208,knowledge,层次模型,C12:F:3600,floating_root,数据结构,层次模型的数据结构是树,层次模型的数据结构是树,named,forward,direct,direct
C12:R:3956,C12,数据库,3956,C12:K:226,knowledge,网状模型,C12:F:3600,floating_root,数据结构,网状模型的数据结构是图,网状模型的数据结构是图,named,forward,direct,direct
C12:R:3963,C12,数据库,3963,C12:K:2023,knowledge,函数依赖,C12:F:3959,floating_root,离散数学,函数依赖与离散数学映射概念相对应,函数依赖与离散数学映射概念相对应,named,forward,direct,direct
C12:R:3971,C12,数据库,3971,C12:K:1773,knowledge,数据库设计,C12:F:3964,floating_root,分布式数据库,分布式数据库在数据库设计的基础上添加分片和分布设计,分布式数据库在数据库设计的基础上添加分片和分布设计,named,forward,direct,direct
C12:R:3975,C12,数据库,3975,C12:K:2236,knowledge,C语言,C12:F:2406,floating_root,C语言程序设计,C语言可作为嵌入式SQL的主语言,C语言可作为嵌入式SQL的主语言,named,forward,direct,direct
C12:R:3976,C12,数据库,3976,C12:K:1449,knowledge,查询分析,C12:F:3702,floating_root,编译原理,两个科目内名字相同而实际方法不同，数据库识别语言符号、进行语法检查和语法分析,两个科目内名字相同而实际方法不同，数据库识别语言符号、进行语法检查和语法分析,named,forward,direct,direct
C12:R:3979,C12,数据库,3979,C12:K:1453,knowledge,语法分析,C12:K:491,knowledge,关系数据库标准语言SQL,检查SQL语法是否正确,检查SQL语法是否正确,named,forward,direct,direct
C12:R:3981,C12,数据库,3981,C12:K:1631,knowledge,封锁,C12:F:3980,floating_root,分布式数据库,分布式锁在关系数据库锁基础上，解决多个进程同时操作同一资源的问题（其余锁的知识相近）,分布式锁在关系数据库锁基础上，解决多个进程同时操作同一资源的问题（其余锁的知识相近）,named,forward,direct,direct
C12:R:3987,C12,数据库,3987,C12:K:1509,knowledge,事务的执行方式,C12:FI:3985,floating_item,分布式事务,分布式事务解决多个数据库的一致性问题，而关系数据库事务解决多张表一致性问题,分布式事务解决多个数据库的一致性问题，而关系数据库事务解决多张表一致性问题,named,forward,direct,direct
C12:R:3999,C12,数据库,3999,C12:K:1629,knowledge,实现并发控制技术,C12:F:3995,floating_root,分布式数据库,分布式数据库的加锁机制在关系数据库基础之上，并且拥有时标机制,分布式数据库的加锁机制在关系数据库基础之上，并且拥有时标机制,named,forward,direct,direct
C12:R:4154,C12,数据库,4154,C12:K:3870,knowledge,关系查询处理和查询优化,C12:F:4000,floating_root,分布式数据库,分布式数据库查询处理在关系数据库基础之上,分布式数据库查询处理在关系数据库基础之上,named,forward,direct,direct
C13:R:1147,C13,分布式数据库,1147,C13:K:104,knowledge,1.1分布式数据库的产生和定义,C13:K:116,knowledge,站点,组成,组成,named,forward,direct,direct
C13:R:1148,C13,分布式数据库,1148,C13:K:120,knowledge,本地用户、本地应用,C13:K:124,knowledge,全局用户、应用,对立,对立,named,forward,direct,direct
C13:R:1151,C13,分布式数据库,1151,C13:K:128,knowledge,全局数据库,C13:K:124,knowledge,全局用户、应用,对应,对应,named,forward,direct,direct
C13:R:1152,C13,分布式数据库,1152,C13:K:130,knowledge,局部数据库,C13:K:128,knowledge,全局数据库,组成,组成,named,forward,direct,direct
C13:R:1153,C13,分布式数据库,1153,C13:K:144,knowledge,数据的物理独立性丰富，增加了数据分布的透明性,C13:K:142,knowledge,数据分布透明性透明性依赖的是数据的物理独立性,依赖,依赖,named,forward,direct,direct
C13:R:1154,C13,分布式数据库,1154,C13:K:148,knowledge,局部数据共享,C13:K:146,knowledge,集中和自治兼备的数据库系统控制机制，实现了两个层次的数据共享,对应,对应,named,forward,direct,direct
C13:R:1155,C13,分布式数据库,1155,C13:K:150,knowledge,全局数据共享,C13:K:146,knowledge,集中和自治兼备的数据库系统控制机制，实现了两个层次的数据共享,对应,对应,named,forward,direct,direct
C13:R:1156,C13,分布式数据库,1156,C13:K:164,knowledge,同质同构数据模型相同且局部DBMS相同（可能都是oracle或者都是mysql）,C13:K:166,knowledge,异质异构,对立,对立,named,forward,direct,direct
C13:R:1157,C13,分布式数据库,1157,C13:K:162,knowledge,同构型主要是数据模型相同 有的是网状的 有的是层次的,C13:K:168,knowledge,异构型,对立,对立,named,forward,direct,direct
C13:R:1158,C13,分布式数据库,1158,C13:K:172,knowledge,全局控制集中DDBS,C13:K:176,knowledge,全局控制分散型DDBS,对立,对立,named,forward,direct,direct
C13:R:1159,C13,分布式数据库,1159,C13:K:188,knowledge,1.5分布式数据库的功能结构,C13:K:190,knowledge,集中式数据库的功能,区别（包含）,区别（包含）,named,forward,direct,direct
C13:R:1160,C13,分布式数据库,1160,C13:K:242,knowledge,全局模式设计,C13:K:244,knowledge,局部数据库设计,顺序,顺序,named,forward,direct,direct
C13:R:1161,C13,分布式数据库,1161,C13:K:246,knowledge,数据分片设计,C13:K:248,knowledge,片段的位置分配设计,顺序,顺序,named,forward,direct,direct
C13:R:1162,C13,分布式数据库,1162,C13:K:348,knowledge,冗余分配,C13:K:336,knowledge,非冗余分配（最佳适应分配）,关联,关联,named,forward,direct,direct
C13:R:1163,C13,分布式数据库,1163,C13:K:354,knowledge,所有得益站点法,C13:K:356,knowledge,对所有站点确定非冗余分配方案,依赖,依赖,named,forward,direct,direct
C13:R:1164,C13,分布式数据库,1164,C13:K:370,knowledge,数据分片所需的参数应用表格数据分片的参照技术表格,C13:K:372,knowledge,频率表,参照,参照,named,forward,direct,direct
C13:R:1165,C13,分布式数据库,1165,C13:K:496,knowledge,串行调度,C13:K:492,knowledge,并发调度,属于,属于,named,forward,direct,direct
C13:R:1166,C13,分布式数据库,1166,C13:K:574,knowledge,严格化的两阶段所锁议,C13:K:564,knowledge,两阶段锁协议遵循两阶段锁协议的并发控制算法产生的调度是冲突可串行调度,属于,属于,named,forward,direct,direct
C13:R:1167,C13,分布式数据库,1167,C13:K:574,knowledge,严格化的两阶段所锁议,C13:K:580,knowledge,级联回滚,解决,解决,named,forward,direct,direct
C13:R:1168,C13,分布式数据库,1168,C13:K:590,knowledge,锁转换机制,C13:K:588,knowledge,并行程度低,解决,解决,named,forward,direct,direct
C13:R:1172,C13,分布式数据库,1172,C13:K:612,knowledge,抢占与事务回滚技术,C13:K:618,knowledge,wait-die,包含,包含,named,forward,direct,direct
C13:R:1173,C13,分布式数据库,1173,C13:K:612,knowledge,抢占与事务回滚技术,C13:K:622,knowledge,wound-die,包含,包含,named,forward,direct,direct
C13:R:1179,C13,分布式数据库,1179,C13:K:650,knowledge,防止饿死，将回滚次数考虑在代价中不能频繁的回滚某个事务,C13:K:648,knowledge,回滚事务,解决,解决,named,forward,direct,direct
C13:R:1184,C13,分布式数据库,1184,C13:K:654,knowledge,全局事务,C13:K:656,knowledge,分布式数据库的事务。一个全局事务在执行时分解为由若若干与相应站点有关的操作序列组成的“子事务”,转换,转换,named,forward,direct,direct
C14:R:2383,C14,软件工程,2383,C14:K:112,knowledge,软件工程其实也可以是一种依赖的关系，依赖的是这几个重要的元素它们之间的配合,C14:K:106,knowledge,软件危机,解决,解决,named,forward,direct,direct
C14:R:2384,C14,软件工程,2384,C14:K:224,knowledge,需求规约的作用,C14:K:232,knowledge,需求与需求获取需求获取是软件开发的第一步,依赖,依赖,named,forward,direct,direct
C14:R:2385,C14,软件工程,2385,C14:K:286,knowledge,结构化需求分析,C14:K:334,knowledge,系统功能模型的表示方法,使用,使用,named,forward,direct,direct
C14:R:2386,C14,软件工程,2386,C14:K:362,knowledge,数据字典,C14:K:356,knowledge,数据流,约束,约束,named,forward,direct,direct
C14:R:2387,C14,软件工程,2387,C14:K:378,knowledge,数据加工逻辑判断,C14:K:358,knowledge,数据加工,约束,约束,named,forward,direct,direct
C14:R:2388,C14,软件工程,2388,C14:K:420,knowledge,总体设计,C14:K:600,knowledge,详细设计,顺序，依赖,顺序，依赖,named,forward,direct,direct
C14:R:2391,C14,软件工程,2391,C14:K:218,knowledge,非形式化的需求规约自然语言,C14:K:220,knowledge,半形式化的需求规约是二者的综合 依赖于二者,对立,对立,named,forward,direct,direct
C14:R:2392,C14,软件工程,2392,C14:K:254,knowledge,功能需求是整个需求的主体,C14:K:256,knowledge,非功能需求,对立,对立,named,forward,direct,direct
C14:R:2394,C14,软件工程,2394,C14:K:314,knowledge,信息,C14:K:312,knowledge,数据数据是信息的载体,依赖,依赖,named,forward,direct,direct
C14:R:2395,C14,软件工程,2395,C14:K:316,knowledge,数据流数据的流动,C14:K:312,knowledge,数据数据是信息的载体,依赖,依赖,named,forward,direct,direct
C14:R:2396,C14,软件工程,2396,C14:K:310,knowledge,包含（拥有）,C14:K:324,knowledge,术语表示方法,表示方法,表示方法,named,forward,direct,direct
C14:R:2397,C14,软件工程,2397,C14:K:334,knowledge,系统功能模型的表示方法,C14:K:308,knowledge,需求分析的基本术语,利用,利用,named,forward,direct,direct
C14:R:2398,C14,软件工程,2398,C14:K:440,knowledge,模块调用,C14:K:428,knowledge,模块,使用,使用,named,forward,direct,direct
C14:R:2399,C14,软件工程,2399,C14:K:618,knowledge,表示方法,C14:K:628,knowledge,详细设计工具,使用,使用,named,forward,direct,direct
C14:R:2400,C14,软件工程,2400,C14:K:736,knowledge,对象,C14:K:748,knowledge,类,实现,实现,named,forward,direct,direct
C14:R:2401,C14,软件工程,2401,C14:K:748,knowledge,类,C14:K:774,knowledge,接口,实现,实现,named,forward,direct,direct
C14:R:2404,C14,软件工程,2404,C14:K:1532,knowledge,增量模型,C14:K:1504,knowledge,瀑布模型,依赖,依赖,named,forward,direct,direct
C14:R:2405,C14,软件工程,2405,C14:K:1532,knowledge,增量模型,C14:K:1550,knowledge,演化模型都是迭代开发 增量模型与演化模型的相同点是：基本思想都是非整体开发，以渐增方式开发系统。他们的目的基本相同：使用户尽早得到部分软件这样能听取用户反馈。不同点：增量模型再需求设计阶段是整体进行的，在编码测试阶段是渐增进行的。演化模型全部系统是增量开发，增量提交。,相似,相似,named,forward,direct,direct
C15:R:1910,C15,数据挖掘,1910,C15:K:104,knowledge,数据分析数据分析的结果可以通过列表或者图来表示 所以结果的呈现是依赖于图或者是列表的,C15:K:110,knowledge,数据挖掘数据挖掘属于知识发现 数据分析 数据挖掘 处理的数据量不一定很大 海量 目标比较明确 不明确的 展现数据之间的关系 对未知的情况进行预测和评估,区别、对立,区别、对立,named,forward,direct,direct
C15:R:1911,C15,数据挖掘,1911,C15:K:316,knowledge,标称属性属于离散属性 二元属性是标称属性的一个特例,C15:K:326,knowledge,二元属性,属于,属于,named,forward,direct,direct
C15:R:1912,C15,数据挖掘,1912,C15:K:358,knowledge,区间标度属性区间标度属性，没有绝对的零点，不能评估倍数。 比率标度属性具有固定零点，有倍数之分。,C15:K:364,knowledge,比率标度属性,对立,对立,named,forward,direct,direct
C15:R:1914,C15,数据挖掘,1914,C15:K:158,knowledge,数据预处理,C15:K:166,knowledge,选择和变换,顺序,顺序,named,forward,direct,direct
C15:R:1915,C15,数据挖掘,1915,C15:K:166,knowledge,选择和变换,C15:K:168,knowledge,数据挖掘,顺序,顺序,named,forward,direct,direct
C15:R:1916,C15,数据挖掘,1916,C15:K:168,knowledge,数据挖掘,C15:K:170,knowledge,模式评估和知识表示,顺序,顺序,named,forward,direct,direct
C15:R:1917,C15,数据挖掘,1917,C15:K:188,knowledge,关系数据库,C15:K:180,knowledge,数据库系统,属于,属于,named,forward,direct,direct
C15:R:1918,C15,数据挖掘,1918,C15:K:212,knowledge,联机分析处理,C15:K:206,knowledge,数据立方体,使用,使用,named,forward,direct,direct
C15:R:1919,C15,数据挖掘,1919,C15:K:288,knowledge,分类一个是监督式学习 一个是无监督式学习,C15:K:294,knowledge,回归都是用来做预测的,相似,相似,named,forward,direct,direct
C15:R:1920,C15,数据挖掘,1920,C15:K:288,knowledge,分类一个是监督式学习 一个是无监督式学习,C15:K:300,knowledge,聚类,对立,对立,named,forward,direct,direct
C15:R:1921,C15,数据挖掘,1921,C15:K:406,knowledge,分位数,C15:K:424,knowledge,箱线图箱线图可以看到中位数 分位数 他是分位数的表示,依赖,依赖,named,forward,direct,direct
C15:R:1922,C15,数据挖掘,1922,C15:K:420,knowledge,标准差,C15:K:414,knowledge,方差,方差,方差,named,forward,direct,direct
C15:R:1923,C15,数据挖掘,1923,C15:K:464,knowledge,相似性,C15:K:468,knowledge,相异性,对立,对立,named,forward,direct,direct
C15:R:1924,C15,数据挖掘,1924,C15:K:450,knowledge,线性相关,C15:K:458,knowledge,非线性相关,对立,对立,named,forward,direct,direct
C15:R:1925,C15,数据挖掘,1925,C15:K:474,knowledge,相异性矩阵,C15:K:480,knowledge,对称矩阵,属于,属于,named,forward,direct,direct
C15:R:1926,C15,数据挖掘,1926,C15:K:522,knowledge,序数属性的邻近度计算,C15:K:508,knowledge,数值属性的相异性数值属性的相异性计算一般依赖于距离的计算,依赖,依赖,named,forward,direct,direct
C15:R:1927,C15,数据挖掘,1927,C15:K:518,knowledge,闵可夫斯基距离当h取1时，是曼哈顿距离 当h取2时，时欧几里得距离,C15:K:514,knowledge,曼哈顿距离,关联,关联,named,forward,direct,direct
C15:R:1928,C15,数据挖掘,1928,C15:K:518,knowledge,闵可夫斯基距离当h取1时，是曼哈顿距离 当h取2时，时欧几里得距离,C15:K:510,knowledge,欧几里得距离,关联,关联,named,forward,direct,direct
C15:R:1929,C15,数据挖掘,1929,C15:K:574,knowledge,实体识别问题（匹配来自不同数据源的现实世界的实体）,C15:K:578,knowledge,利用数据库的数据字典和数据仓库的元数据，可避免,依赖,依赖,named,forward,direct,direct
C15:R:1930,C15,数据挖掘,1930,C15:K:580,knowledge,冗余问题,C15:K:584,knowledge,相关性分析属性之间的相关性分析,依赖,依赖,named,forward,direct,direct
C15:R:1931,C15,数据挖掘,1931,C15:K:588,knowledge,相关系数判定结果是相似的,C15:K:602,knowledge,协方差,相似,相似,named,forward,direct,direct
C15:R:1932,C15,数据挖掘,1932,C15:K:670,knowledge,维度规约,C15:K:674,knowledge,数据立方体通过维度的减少来进行规约,属于,属于,named,forward,direct,direct
C15:R:1933,C15,数据挖掘,1933,C15:K:722,knowledge,离散化,C15:K:728,knowledge,数据分箱无监督的离散化 可以用箱内的数据的平均值来代替,实现,实现,named,forward,direct,direct
C15:R:1934,C15,数据挖掘,1934,C15:K:772,knowledge,一元线性回归,C15:K:786,knowledge,求解方法：最小二乘法,依赖,依赖,named,forward,direct,direct
C15:R:1936,C15,数据挖掘,1936,C15:K:910,knowledge,强关联规则,C15:K:906,knowledge,置信度,依赖,依赖,named,forward,direct,direct
C15:R:1937,C15,数据挖掘,1937,C15:K:910,knowledge,强关联规则,C15:K:902,knowledge,支持度,依赖,依赖,named,forward,direct,direct
C15:R:1938,C15,数据挖掘,1938,C15:K:914,knowledge,频繁模式集,C15:K:910,knowledge,强关联规则,顺序,顺序,named,forward,direct,direct
C15:R:1939,C15,数据挖掘,1939,C15:K:920,knowledge,Aprior算法属于穷举法 先找到所有的频繁项集 再从频繁项集里面寻找关联规则,C15:K:954,knowledge,FP-growth算法缺点就是占用大量的空间,解决,解决,named,forward,direct,direct
C15:R:1940,C15,数据挖掘,1940,C15:K:934,knowledge,连接,C15:K:938,knowledge,剪枝利用先验原理 两部剪枝的思路,顺序,顺序,named,forward,direct,direct
C15:R:1941,C15,数据挖掘,1941,C15:K:938,knowledge,剪枝利用先验原理 两部剪枝的思路,C15:K:942,knowledge,关联规则的生成,顺序,顺序,named,forward,direct,direct
C15:R:1942,C15,数据挖掘,1942,C15:K:1000,knowledge,信息增益信息增益偏向于特征值很多的属性，这样子得到的信息增益往往最大身份证号,C15:K:994,knowledge,信息熵,使用,使用,named,forward,direct,direct
C15:R:1943,C15,数据挖掘,1943,C15:K:1010,knowledge,信息增益率,C15:K:1000,knowledge,信息增益信息增益偏向于特征值很多的属性，这样子得到的信息增益往往最大身份证号,解决,解决,named,forward,direct,direct
C15:R:1944,C15,数据挖掘,1944,C15:K:1020,knowledge,ID3使用的关系 ID3使用最大信息增益 C4.5使用最大信息增益比,C15:K:1028,knowledge,C4.5ID3每次递归选择信息增益最大的属性 对于每个属性均为离散值属性，如果是连续值属性需先离散化 而C4.5每次选择的是信息增益率最大的属性作为属性分裂节点能够自动完成对连续属性的离散化处理,区别,区别,named,forward,direct,direct
C15:R:1945,C15,数据挖掘,1945,C15:K:1230,knowledge,DIANA算法,C15:K:1226,knowledge,分裂的层次聚类,属于,属于,named,forward,direct,direct
C15:R:1935,C15,数据挖掘,1935,C15:K:1222,knowledge,凝聚的层次聚类,C15:K:1226,knowledge,分裂的层次聚类,对立,对立,named,forward,direct,direct
C15:R:1946,C15,数据挖掘,1946,C15:K:1152,knowledge,离线学习,C15:K:1156,knowledge,在线学习,对立,对立,named,forward,direct,direct
C15:R:1947,C15,数据挖掘,1947,C15:K:976,chapter,7.分类,C15:K:988,knowledge,预测,关联,关联,named,forward,direct,direct
C15:R:1949,C15,数据挖掘,1949,C15:ANCH:238,structural_anchor,无文字结构节点 238,C15:F:1948,floating_root,线性代数（矩阵）,,标签,unlabeled,forward,anchor,direct
C16:R:5674,C16,人工智能,5674,C16:K:300,knowledge,1.命题逻辑,C16:K:302,knowledge,2.谓词逻辑,改进,改进,named,forward,direct,direct
C16:R:5679,C16,人工智能,5679,C16:K:103,chapter,2.一阶谓词逻辑  知识表示法,C16:F:5678,floating_root,离散数学,联系,联系,named,forward,direct,direct
C16:R:5685,C16,人工智能,5685,C16:K:125,chapter,5.不确定性推理,C16:F:5684,floating_root,概率论,联系,联系,named,forward,direct,direct
C16:R:5693,C16,人工智能,5693,C16:K:3962,knowledge,4.反应式体系结构,C16:K:4083,knowledge,6.复合式体系结构,,标签,unlabeled,forward,direct,direct
C16:R:5694,C16,人工智能,5694,C16:K:3964,knowledge,5.慎思式体系结构,C16:K:4083,knowledge,6.复合式体系结构,,标签,unlabeled,forward,direct,direct
C16:R:5696,C16,人工智能,5696,C16:K:521,knowledge,1.产生式表达式,C16:K:111,chapter,12.专家系统与机器学习,应用,应用,named,forward,direct,direct
C16:R:5698,C16,人工智能,5698,C16:K:5090,knowledge,2.自然演绎推理,C16:F:5697,floating_root,离散数学：演绎推理,联系,联系,named,forward,direct,direct
C16:R:5699,C16,人工智能,5699,C16:K:827,knowledge,4.谓词公式  化子句集,C16:K:680,knowledge,4.鲁宾逊归结原理,找空子句,找空子句,named,forward,direct,direct
C16:R:5706,C16,人工智能,5706,C16:K:5143,knowledge,2.1盲目式策略,C16:F:5705,floating_root,数据结构：图,,标签,unlabeled,forward,direct,direct
C16:R:5707,C16,人工智能,5707,C16:K:1391,knowledge,5.A搜索算法,C16:K:1393,knowledge,6.A*搜索算法,h(n)≤h*(n),h(n)≤h*(n),named,forward,direct,direct
C16:R:5711,C16,人工智能,5711,C16:K:2490,knowledge,4.离散Hopfield神经网络,C16:K:2492,knowledge,5.连续Hopfield神经网络,神经元的状态可以取0~1,神经元的状态可以取0~1,named,forward,direct,direct
C17:R:156,C17,云计算,156,C17:K:112,knowledge,云计算实现机制（与计组、操作系统、数据库、计算机网络等关联）,C17:ANCH:154,structural_anchor,无文字结构节点 154,,标签,unlabeled,forward,direct,anchor
C17:R:1719,C17,云计算,1719,C17:K:213,knowledge,分布式锁服务Chubbyp,C17:K:1338,knowledge,Paxos算法,内部一致性问题实现用到了Paxos算法,内部一致性问题实现用到了Paxos算法,named,forward,direct,direct
C17:R:1721,C17,云计算,1721,C17:K:217,knowledge,分布式存储系统Megastore,C17:F:1720,floating_root,"将关系型数据库和NoSQL的特点与优势进行了融合关系型数据库最典型的数据结构是表，由二维表及其之间的联系所组成的一个数据组织。优点：1、易于维护：都是使用表结构，格式一致；2、使用方便：SQL语言通用，可用于复杂查询；3、复杂操作：支持SQL，可用于一个表以及多个表之间非常复杂的查询。缺点：1、读写性能比较差，尤其是海量数据的高效率读写；2、固定的表结构，灵活度稍欠；3、高并发读写需求，传统关系型数据库来说，硬盘I/O是一个很大的瓶颈。非关系型数据库严格上不是一加粗样式种数据库，应该是一种数据结构化存储方法的集合，可以是文档或者键值对等优点：1、格式灵活：存储数据的格式可以是key,value形式、文档形式、图片形式等等，文档形式、图片形式等等，使用灵活，应用场景广泛，而关系型数据库则只支持基础类型。2、速度快：nosql可以使用硬盘或者随机存储器作为载体，而关系型数据库只能使用硬盘；3、高扩展性；4、成本低：nosql数据库部署简单，基本都是开源软件。缺点：1、不提供sql支持，学习和使用成本较高；2、无事务处理；3、数据结构相对复杂，复杂查询方面稍欠。",,标签,unlabeled,forward,direct,direct
C17:R:1722,C17,云计算,1722,C17:K:378,knowledge,核心技术——复制,C17:K:1338,knowledge,Paxos算法,,标签,unlabeled,forward,direct,direct
C17:R:1723,C17,云计算,1723,C17:K:217,knowledge,分布式存储系统Megastore,C17:K:215,knowledge,分布式结构化数据表Bigtable,底层数据存储依赖,底层数据存储依赖,named,forward,direct,direct
C17:R:1727,C17,云计算,1727,C17:K:211,knowledge,分布式数据处理MapReduce,C17:K:221,knowledge,海量数据的交互式分析工具Dremel,改进,改进,named,forward,direct,direct
C17:R:1728,C17,云计算,1728,C17:K:221,knowledge,海量数据的交互式分析工具Dremel,C17:K:223,knowledge,内存大数据分析系统PowerDrill,改进,改进,named,forward,direct,direct
C17:R:1724,C17,云计算,1724,C17:K:641,knowledge,EC2的通信机制p,C17:F:1718,floating_root,计算机网络：网络地址转换NAT、动态主机配置协议DHCPNAT：当在专用网内部的一些主机本来已经分配到了本地IP地址（即仅在本专用网内使用的专用地址），但又想和因特网上的主机通信（并不需要加密）时，可使用NAT方法。这种方法需要在专用网（私网IP）连接到因特网（公网IP）的路由器上安装NAT软件。装有NAT软件的路由器叫做NAT路由器，它至少有一个有效的外部全球IP地址（公网IP地址）。这样，所有使用本地地址（私网IP地址）的主机在和外界通信时，都要在NAT路由器上将其本地地址转换成全球IP地址，才能和因特网连接。DHCP：指的是由服务器控制一段IP地址范围，客户机登录服务器时就可以自动获得服务器分配的IP地址和子网掩码。,,标签,unlabeled,forward,direct,direct
C17:R:1725,C17,云计算,1725,C17:K:594,knowledge,基础存储架构Dynamo,C17:K:598,knowledge,简单存储服务S3,构建,构建,named,forward,direct,direct
C17:R:1729,C17,云计算,1729,C17:K:655,knowledge,S3的安全措施pppp,C17:F:1726,floating_root,网络安全：数字签名,,标签,unlabeled,forward,direct,direct
C17:R:1730,C17,云计算,1730,C17:K:598,knowledge,简单存储服务S3,C17:K:600,knowledge,非关系型数据库服务SimpleDB和DynamoDB,不同：非关系型数据库主要用于存储结构化数据,不同：非关系型数据库主要用于存储结构化数据,named,forward,direct,direct
C17:R:1731,C17,云计算,1731,C17:K:592,chapter,3.Amazon云计算AWS,C17:K:732,chapter,4.微软云计算Windows Azure,用户自己提供机器的虚拟映像到虚拟机，而微软能自动虚拟,用户自己提供机器的虚拟映像到虚拟机，而微软能自动虚拟,named,forward,direct,direct
C17:R:1733,C17,云计算,1733,C17:K:1148,knowledge,网络虚拟化,C17:F:1732,floating_root,计算机网络：虚拟局域网VLAN、虚拟专用网VPN,,标签,unlabeled,forward,direct,direct
C17:R:1735,C17,云计算,1735,C17:K:1166,knowledge,内存虚拟化p,C17:F:1734,floating_root,操作系统：虚拟内存管理,,标签,unlabeled,forward,direct,direct
C17:R:1737,C17,云计算,1737,C17:K:1146,knowledge,存储虚拟化p,C17:F:1736,floating_root,计算机组成原理：虚拟存储器,,标签,unlabeled,forward,direct,direct
C17:R:1745,C17,云计算,1745,C17:K:211,knowledge,分布式数据处理MapReduce,C17:ANCH:1743,structural_anchor,无文字结构节点 1743,,标签,unlabeled,forward,direct,anchor
C17:R:1748,C17,云计算,1748,C17:K:950,knowledge,分布式文件系统HDFS（对应Google GFS）,C17:K:952,knowledge,分布式操作系统Yarn,结合，为应用程序提供高吞吐量的数据访问,结合，为应用程序提供高吞吐量的数据访问,named,forward,direct,direct
C18:R:283,C18,物联网技术,283,C18:K:236,knowledge,电感耦合,C18:K:242,knowledge,低频(LF),,标签,unlabeled,forward,direct,direct
C18:R:284,C18,物联网技术,284,C18:K:238,knowledge,电磁耦合,C18:K:244,knowledge,高频(HF),,标签,unlabeled,forward,direct,direct
C18:R:285,C18,物联网技术,285,C18:K:238,knowledge,电磁耦合,C18:K:246,knowledge,超高频(UHF),,标签,unlabeled,forward,direct,direct
