edge_id,head,head_name,relation_type,tail,tail_name,reason,source,confidence,source_section,book_page,evidence_text
XCR_E_0103,CO_OBJ_007,总线,PREREQUISITE_OF,CN_TOP_095,以太网的传输介质与网卡,网卡通过总线与主机系统连接，理解总线有助于理解网络接口的数据传输路径。,跨课程关系整理；参考：王道2027计组，计算机系统层次结构，教材p3（PDF页14）; 王道2027计网，以太网的传输介质与网卡，教材p88（PDF页99）,0.79,跨课程：计算机组成原理→计算机网络,3;88,“总线”（计算机组成原理）与“以太网的传输介质与网卡”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：网卡通过总线与主机系统连接，理解总线有助于理解网络接口的数据传输路径。
XCR_E_0104,CO_OBJ_040,I/O端口,CONFUSED_WITH,CN_TOP_192,端口号,I/O端口是CPU访问设备接口寄存器的地址单元，传输层端口号是标识应用进程的逻辑编号，二者容易因“端口”一词混淆。,跨课程关系整理；参考：王道2027计组，I/O接口，教材p293（PDF页304）; 王道2027计网，端口号，教材p226（PDF页237）,0.95,跨课程：计算机组成原理→计算机网络,293;226,“I/O端口”（计算机组成原理）与“端口号”（计算机网络）存在跨课程关系“CONFUSED_WITH”。依据：I/O端口是CPU访问设备接口寄存器的地址单元，传输层端口号是标识应用进程的逻辑编号，二者容易因“端口”一词混淆。
XCR_E_0105,CO_MET_016,总线带宽,COMPARE_WITH,CN_TOP_037,速率、波特与带宽,总线带宽和通信链路带宽都表示单位时间传输能力，但前者属于计算机内部互连，后者属于通信链路。,跨课程关系整理；参考：王道2027计组，总线概述，教材p274（PDF页285）; 王道2027计网，速率、波特与带宽，教材p31（PDF页42）,0.84,跨课程：计算机组成原理→计算机网络,274;31,“总线带宽”（计算机组成原理）与“速率、波特与带宽”（计算机网络）存在跨课程关系“COMPARE_WITH”。依据：总线带宽和通信链路带宽都表示单位时间传输能力，但前者属于计算机内部互连，后者属于通信链路。
XCR_E_0106,CO_CON_015,编译程序,COMPARE_WITH,CP_CON_001,编译程序,组成原理中的编译程序强调系统软件类别，编译原理中的编译程序强调源语言到目标语言的翻译过程和内部阶段。,跨课程关系整理；参考：王道2027计组，计算机系统层次结构，教材p2（PDF页13）; 《编译原理（第3版）》王生原等，清华大学出版社，1.1 什么是编译程序，教材p1,0.88,跨课程：计算机组成原理→编译原理,2;1,“编译程序”（计算机组成原理）与“编译程序”（编译原理）存在跨课程关系“COMPARE_WITH”。依据：组成原理中的编译程序强调系统软件类别，编译原理中的编译程序强调源语言到目标语言的翻译过程和内部阶段。
XCR_E_0107,OS_CON_023,特权指令,USES,CO_TOP_020,指令系统,特权指令属于指令系统中的特殊指令类别，由硬件限制其只能在核心态执行。,跨课程关系整理；参考：王道2027操作系统，1.3 操作系统的运行环境，教材p15; 王道2027计组，指令系统，教材p148（PDF页159）,0.88,跨课程：操作系统→计算机组成原理,15;148,“特权指令”（操作系统）与“指令系统”（计算机组成原理）存在跨课程关系“USES”。依据：特权指令属于指令系统中的特殊指令类别，由硬件限制其只能在核心态执行。
XCR_E_0108,DE_CRS_001,数字电子技术,PREREQUISITE_OF,CO_CRS_001,计算机组成原理,数字电子技术中的门电路、组合逻辑、时序逻辑和存储电路，是理解计算机组成原理中运算器、控制器与存储器硬件实现的基础。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，书名页，PDF页2; 王道2027计组，内容简介，PDF页2,0.94,跨课程：数字电子技术→计算机组成原理,2;2,“数字电子技术”（数字电子技术）与“计算机组成原理”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：数字电子技术中的门电路、组合逻辑、时序逻辑和存储电路，是理解计算机组成原理中运算器、控制器与存储器硬件实现的基础。
XCR_E_0109,DM_CRS_001,离散数学,PREREQUISITE_OF,DS_CRS_001,数据结构,离散数学中的集合、关系、图和树为数据结构的抽象定义、性质分析与算法正确性提供数学基础。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，书名页与目录，PDF页3、12-14; 王道2027数据结构，内容简介，PDF页2,0.94,跨课程：离散数学→数据结构,;2,“离散数学”（离散数学）与“数据结构”（数据结构）存在跨课程关系“PREREQUISITE_OF”。依据：离散数学中的集合、关系、图和树为数据结构的抽象定义、性质分析与算法正确性提供数学基础。
XCR_E_0110,DM_CRS_001,离散数学,PREREQUISITE_OF,CP_CRS_001,编译原理,编译原理中的形式语言、文法和自动机建立在离散数学的逻辑与形式化方法基础上。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，书名页与目录，PDF页3、12-14; 《编译原理（第3版）》王生原等，清华大学出版社，封面/目录，教材p1,0.95,跨课程：离散数学→编译原理,;1,“离散数学”（离散数学）与“编译原理”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：编译原理中的形式语言、文法和自动机建立在离散数学的逻辑与形式化方法基础上。
XCR_E_0111,DM_CRS_001,离散数学,PREREQUISITE_OF,DB_CRS_001,数据库系统概论,数据库关系模型与关系代数依赖集合、笛卡尔积、二元关系和逻辑等离散数学基础。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，书名页与目录，PDF页3、12-14; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，书名页，PDF页2,0.94,跨课程：离散数学→数据库系统概论,;2,“离散数学”（离散数学）与“数据库系统概论”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：数据库关系模型与关系代数依赖集合、笛卡尔积、二元关系和逻辑等离散数学基础。
XCR_E_0112,DM_CRS_001,离散数学,PREREQUISITE_OF,CN_CRS_001,计算机网络,网络拓扑、路由和最短路径问题需要图论及离散结构作为建模基础。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，书名页与目录，PDF页3、12-14; 王道2027计网，内容简介，PDF页2,0.86,跨课程：离散数学→计算机网络,;2,“离散数学”（离散数学）与“计算机网络”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：网络拓扑、路由和最短路径问题需要图论及离散结构作为建模基础。
XCR_E_0113,DS_CRS_001,数据结构,PREREQUISITE_OF,DB_CRS_001,数据库系统概论,数据库索引、散列存取、缓存与查询处理大量使用树、散列表和其他数据结构。,跨课程关系整理；参考：王道2027数据结构，内容简介，PDF页2; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，书名页，PDF页2,0.92,跨课程：数据结构→数据库系统概论,2;2,“数据结构”（数据结构）与“数据库系统概论”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：数据库索引、散列存取、缓存与查询处理大量使用树、散列表和其他数据结构。
XCR_E_0114,DS_CRS_001,数据结构,PREREQUISITE_OF,CG_CRS_001,计算机图形学,图形学中的网格、场景图、像素数组和空间组织需要数组、树和图等数据结构基础。,跨课程关系整理；参考：王道2027数据结构，内容简介，PDF页2; John F. Hughes 等《计算机图形学 原理及实践（第3版 基础篇）》，书名页，PDF页3,0.88,跨课程：数据结构→计算机图形学,2;1,“数据结构”（数据结构）与“计算机图形学”（计算机图形学）存在跨课程关系“PREREQUISITE_OF”。依据：图形学中的网格、场景图、像素数组和空间组织需要数组、树和图等数据结构基础。
XCR_E_0115,OS_CRS_001,操作系统,PREREQUISITE_OF,DB_CRS_001,数据库系统概论,数据库系统的存储、缓冲、并发控制和恢复机制需要操作系统的文件、I/O、同步与资源管理基础。,跨课程关系整理；参考：王道2027操作系统，内容简介，教材p2; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，书名页，PDF页2,0.9,跨课程：操作系统→数据库系统概论,2;2,“操作系统”（操作系统）与“数据库系统概论”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：数据库系统的存储、缓冲、并发控制和恢复机制需要操作系统的文件、I/O、同步与资源管理基础。
XCR_E_0116,CO_CRS_001,计算机组成原理,PREREQUISITE_OF,DB_CRS_001,数据库系统概论,理解存储层次、磁盘I/O与处理器执行机制有助于学习数据库存储管理和查询执行。,跨课程关系整理；参考：王道2027计组，内容简介，PDF页2; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，书名页，PDF页2,0.8,跨课程：计算机组成原理→数据库系统概论,2;2,“计算机组成原理”（计算机组成原理）与“数据库系统概论”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：理解存储层次、磁盘I/O与处理器执行机制有助于学习数据库存储管理和查询执行。
XCR_E_0117,CO_CRS_001,计算机组成原理,PREREQUISITE_OF,CG_CRS_001,计算机图形学,图形系统涉及CPU、GPU、存储与并行执行，计算机组成原理提供相应硬件基础。,跨课程关系整理；参考：王道2027计组，内容简介，PDF页2; John F. Hughes 等《计算机图形学 原理及实践（第3版 基础篇）》，书名页，PDF页3,0.82,跨课程：计算机组成原理→计算机图形学,2;1,“计算机组成原理”（计算机组成原理）与“计算机图形学”（计算机图形学）存在跨课程关系“PREREQUISITE_OF”。依据：图形系统涉及CPU、GPU、存储与并行执行，计算机组成原理提供相应硬件基础。
XCR_E_0118,DM_KN_0222,图,PREREQUISITE_OF,DS_TOP_204,图,离散数学给出图的集合与关系定义，数据结构进一步研究图的存储和算法实现。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，5.1 无向图及有向图，教材p119（PDF页133）; 王道2027数据结构，图的基本概念，教材p194（PDF页205）,0.96,跨课程：离散数学→数据结构,119;194,“图”（离散数学）与“图”（数据结构）存在跨课程关系“PREREQUISITE_OF”。依据：离散数学给出图的集合与关系定义，数据结构进一步研究图的存储和算法实现。
XCR_E_0119,DM_KN_0223,树,PREREQUISITE_OF,DS_TOP_147,树,离散数学中的树结构与性质是数据结构课程研究树存储和遍历算法的理论基础。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页13; 王道2027数据结构，树的基本概念，教材p124（PDF页135）,0.86,跨课程：离散数学→数据结构,158;124,“树”（离散数学）与“树”（数据结构）存在跨课程关系“PREREQUISITE_OF”。依据：离散数学中的树结构与性质是数据结构课程研究树存储和遍历算法的理论基础。
XCR_E_0120,DM_KN_0176,邻接矩阵,COMPARE_WITH,DS_TOP_226,邻接矩阵,二者都用矩阵表达顶点邻接关系；离散数学强调关系表示，数据结构强调存储与算法实现。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，5.3 图的矩阵表示，教材p126（PDF页140）; 王道2027数据结构，图的存储及基本操作，教材p201（PDF页212）,0.96,跨课程：离散数学→数据结构,126;201,“邻接矩阵”（离散数学）与“邻接矩阵”（数据结构）存在跨课程关系“COMPARE_WITH”。依据：二者都用矩阵表达顶点邻接关系；离散数学强调关系表示，数据结构强调存储与算法实现。
XCR_E_0121,DM_KN_0178,最短路径,PREREQUISITE_OF,DS_TOP_244,最短路径,离散数学定义赋权图上的最短路径问题，数据结构课程进一步给出求解算法及实现。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，5.4 最短路径、关键路径和着色，教材p129（PDF页143）; 王道2027数据结构，图的应用，教材p226（PDF页237）,0.95,跨课程：离散数学→数据结构,129;226,“最短路径”（离散数学）与“最短路径”（数据结构）存在跨课程关系“PREREQUISITE_OF”。依据：离散数学定义赋权图上的最短路径问题，数据结构课程进一步给出求解算法及实现。
XCR_E_0122,DM_KN_0195,生成树,PREREQUISITE_OF,DS_TOP_241,最小生成树,生成树概念是理解带权图最小生成树问题及其算法的前提。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页13; 王道2027数据结构，图的应用，教材p226（PDF页237）,0.82,跨课程：离散数学→数据结构,158;226,“生成树”（离散数学）与“最小生成树”（数据结构）存在跨课程关系“PREREQUISITE_OF”。依据：生成树概念是理解带权图最小生成树问题及其算法的前提。
XCR_E_0123,DM_KN_0222,图,APPLIED_IN,CN_TOP_148,路由算法,路由算法把网络抽象为顶点和链路组成的图，并在图上计算可达路径。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，5.1 无向图及有向图，教材p119（PDF页133）; 王道2027计网，路由算法，教材p186（PDF页197）,0.94,跨课程：离散数学→计算机网络,119;186,“图”（离散数学）与“路由算法”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：路由算法把网络抽象为顶点和链路组成的图，并在图上计算可达路径。
XCR_E_0124,DM_KN_0178,最短路径,APPLIED_IN,CN_TOP_160,开放最短路径优先协议,OSPF依据链路状态构建网络图，并使用最短路径算法计算路由。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，5.4 最短路径、关键路径和着色，教材p129（PDF页143）; 王道2027计网，开放最短路径优先协议，教材p191（PDF页202）,0.97,跨课程：离散数学→计算机网络,129;191,“最短路径”（离散数学）与“开放最短路径优先协议”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：OSPF依据链路状态构建网络图，并使用最短路径算法计算路由。
XCR_E_0125,DM_KN_0178,最短路径,APPLIED_IN,CN_TOP_150,距离-向量算法,距离向量路由求解的核心仍是带权网络中的最短路径问题。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，5.4 最短路径、关键路径和着色，教材p129（PDF页143）; 王道2027计网，距离-向量算法，教材p186（PDF页197）,0.89,跨课程：离散数学→计算机网络,129;186,“最短路径”（离散数学）与“距离-向量算法”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：距离向量路由求解的核心仍是带权网络中的最短路径问题。
XCR_E_0126,DM_KN_0210,形式语言,PREREQUISITE_OF,CP_CON_010,文法,形式语言提供字符串集合的数学框架，文法用于生成并描述这些语言。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页14; 《编译原理（第3版）》王生原等，清华大学出版社，2.3 文法和语言的形式定义，教材p21,0.94,跨课程：离散数学→编译原理,231;21,“形式语言”（离散数学）与“文法”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：形式语言提供字符串集合的数学框架，文法用于生成并描述这些语言。
XCR_E_0127,DM_KN_0211,形式文法,PREREQUISITE_OF,CP_MEC_002,语法分析,语法分析依据形式文法检查输入串结构并构造语法结构。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页14; 《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2,0.95,跨课程：离散数学→编译原理,232;2,“形式文法”（离散数学）与“语法分析”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：语法分析依据形式文法检查输入串结构并构造语法结构。
XCR_E_0128,DM_KN_0216,有穷自动机,PREREQUISITE_OF,CP_MEC_001,词法分析,词法分析器通常依据有穷自动机识别单词符号。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页14; 《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2,0.95,跨课程：离散数学→编译原理,239;2,“有穷自动机”（离散数学）与“词法分析”（编译原理）存在跨课程关系“PREREQUISITE_OF”。依据：词法分析器通常依据有穷自动机识别单词符号。
XCR_E_0129,DM_KN_0217,非确定型有穷自动机,COMPARE_WITH,CP_MOD_015,NFA,二者均表示非确定型有穷自动机，离散数学给出形式模型，编译原理用于词法分析。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页14; 《编译原理（第3版）》王生原等，清华大学出版社，3.4 有穷自动机，教材p47,0.94,跨课程：离散数学→编译原理,240;47,“非确定型有穷自动机”（离散数学）与“NFA”（编译原理）存在跨课程关系“COMPARE_WITH”。依据：二者均表示非确定型有穷自动机，离散数学给出形式模型，编译原理用于词法分析。
XCR_E_0130,DM_KN_0219,正则表达式,COMPARE_WITH,CP_MOD_012,正规式,正则表达式与正规式都是描述正规语言的等价形式化工具。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，目录，PDF页14; 《编译原理（第3版）》王生原等，清华大学出版社，3.3 单词的形式化描述工具，教材p44,0.91,跨课程：离散数学→编译原理,246;44,“正则表达式”（离散数学）与“正规式”（编译原理）存在跨课程关系“COMPARE_WITH”。依据：正则表达式与正规式都是描述正规语言的等价形式化工具。
XCR_E_0131,DM_KN_0078,集合,PREREQUISITE_OF,DB_MOD_007,关系代数,关系代数以关系为对象，而关系本质上是元组构成的集合，因此集合及集合运算是其基础。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，3.1 集合的基本概念，教材p56（PDF页70）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，2.4 关系代数，教材p45,0.95,跨课程：离散数学→数据库系统概论,56;45,“集合”（离散数学）与“关系代数”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：关系代数以关系为对象，而关系本质上是元组构成的集合，因此集合及集合运算是其基础。
XCR_E_0132,DM_KN_0103,二元关系,PREREQUISITE_OF,DB_MOD_004,关系模型,数据库关系模型的形式化定义建立在集合上的二元及多元关系概念之上。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，4.1 集合的笛卡尔积与二元关系，教材p77（PDF页91）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，1.2 数据模型，教材p20,0.96,跨课程：离散数学→数据库系统概论,77;20,“二元关系”（离散数学）与“关系模型”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：数据库关系模型的形式化定义建立在集合上的二元及多元关系概念之上。
XCR_E_0133,DM_KN_0102,笛卡尔积,APPLIED_IN,DB_OPE_003,连接运算,连接运算可从两个关系的笛卡尔积中筛选满足连接条件的元组组合。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，4.1 集合的笛卡尔积与二元关系，教材p77（PDF页91）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，2.4 关系代数，教材p46,0.95,跨课程：离散数学→数据库系统概论,77;46,“笛卡尔积”（离散数学）与“连接运算”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：连接运算可从两个关系的笛卡尔积中筛选满足连接条件的元组组合。
XCR_E_0134,DM_KN_0103,二元关系,COMPARE_WITH,DB_CON_007,关系,离散数学中的关系是笛卡尔积的子集，数据库关系在此基础上增加属性、元组和模式等约束。,跨课程关系整理；参考：耿素云、屈婉玲、张立昂《离散数学（第六版）》，4.1 集合的笛卡尔积与二元关系，教材p77（PDF页91）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，2.1 关系模型的数据结构及形式化定义，教材p34,0.93,跨课程：离散数学→数据库系统概论,77;34,“二元关系”（离散数学）与“关系”（数据库系统概论）存在跨课程关系“COMPARE_WITH”。依据：离散数学中的关系是笛卡尔积的子集，数据库关系在此基础上增加属性、元组和模式等约束。
XCR_E_0135,DS_TOP_280,B+树,APPLIED_IN,DB_DST_002,索引,B+树适合外存范围检索，是数据库索引常用的组织结构。,跨课程关系整理；参考：王道2027数据结构，B树和B+树，教材p304（PDF页315）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，3.2 数据定义，教材p78,0.97,跨课程：数据结构→数据库系统概论,304;78,“B+树”（数据结构）与“索引”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：B+树适合外存范围检索，是数据库索引常用的组织结构。
XCR_E_0136,DS_TOP_279,B树,APPLIED_IN,DB_TOP_055,索引结构,B树的多路平衡结构为数据库外存索引结构提供基础。,跨课程关系整理；参考：王道2027数据结构，B树和B+树，教材p304（PDF页315）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，目录，教材p283（目录PDF页12-15）,0.91,跨课程：数据结构→数据库系统概论,304;283,“B树”（数据结构）与“索引结构”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：B树的多路平衡结构为数据库外存索引结构提供基础。
XCR_E_0137,DS_TOP_285,散列表,APPLIED_IN,DB_DST_002,索引,散列表通过关键字到地址的映射，可用于实现数据库散列索引和等值检索。,跨课程关系整理；参考：王道2027数据结构，散列(Hash)表，教材p317（PDF页328）; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，3.2 数据定义，教材p78,0.94,跨课程：数据结构→数据库系统概论,317;78,“散列表”（数据结构）与“索引”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：散列表通过关键字到地址的映射，可用于实现数据库散列索引和等值检索。
XCR_E_0138,OS_MEC_042,互斥锁,APPLIED_IN,DB_TOP_073,封锁,数据库封锁与操作系统互斥锁都通过受控访问实现并发互斥，操作系统机制有助于理解数据库锁。,跨课程关系整理；参考：王道2027操作系统，2.3 同步与互斥，教材p99; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，目录，教材p337（目录PDF页12-15）,0.86,跨课程：操作系统→数据库系统概论,99;337,“互斥锁”（操作系统）与“封锁”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：数据库封锁与操作系统互斥锁都通过受控访问实现并发互斥，操作系统机制有助于理解数据库锁。
XCR_E_0139,OS_CON_052,死锁,APPLIED_IN,DB_TOP_075,活锁和死锁,数据库事务因封锁资源也可能形成循环等待，属于死锁概念在数据库并发控制中的应用。,跨课程关系整理；参考：王道2027操作系统，2.4 死锁，教材p149; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，目录，教材p340（目录PDF页12-15）,0.96,跨课程：操作系统→数据库系统概论,149;340,“死锁”（操作系统）与“活锁和死锁”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：数据库事务因封锁资源也可能形成循环等待，属于死锁概念在数据库并发控制中的应用。
XCR_E_0140,OS_OBJ_024,缓冲区,APPLIED_IN,DB_TOP_085,缓冲区管理,数据库缓冲区管理利用内存缓存磁盘页，以减少I/O并协调内外存速度差异。,跨课程关系整理；参考：王道2027操作系统，5.2 设备独立性软件，教材p320; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，目录，教材p365（目录PDF页12-15）,0.94,跨课程：操作系统→数据库系统概论,320;365,“缓冲区”（操作系统）与“缓冲区管理”（数据库系统概论）存在跨课程关系“APPLIED_IN”。依据：数据库缓冲区管理利用内存缓存磁盘页，以减少I/O并协调内外存速度差异。
XCR_E_0141,OS_CON_075,文件系统,PREREQUISITE_OF,DB_TOP_054,数据组织,数据库物理数据组织建立在操作系统文件与块存储抽象之上。,跨课程关系整理；参考：王道2027操作系统，4.1 文件系统基础，教材p251; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，目录，教材p275（目录PDF页12-15）,0.88,跨课程：操作系统→数据库系统概论,251;275,“文件系统”（操作系统）与“数据组织”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：数据库物理数据组织建立在操作系统文件与块存储抽象之上。
XCR_E_0142,OS_CON_047,信号量,PREREQUISITE_OF,DB_TOP_071,并发控制概述,信号量体现的同步互斥思想有助于理解数据库事务并发控制。,跨课程关系整理；参考：王道2027操作系统，2.3 同步与互斥，教材p99; 王珊、杜小勇、陈红《数据库系统概论（第6版）》，目录，教材p334（目录PDF页12-15）,0.82,跨课程：操作系统→数据库系统概论,99;334,“信号量”（操作系统）与“并发控制概述”（数据库系统概论）存在跨课程关系“PREREQUISITE_OF”。依据：信号量体现的同步互斥思想有助于理解数据库事务并发控制。
XCR_E_0143,DE_CON_005,二进制,PREREQUISITE_OF,CO_CON_019,二进制,数字电子技术中的二进制表示是计算机组成原理研究数据表示和运算的直接基础。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，1.2 几种常用的数制，教材p4（PDF页26）; 王道2027计组，数制与编码，教材p20（PDF页31）,0.98,跨课程：数字电子技术→计算机组成原理,4;20,“二进制”（数字电子技术）与“二进制”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：数字电子技术中的二进制表示是计算机组成原理研究数据表示和运算的直接基础。
XCR_E_0144,DE_CON_009,补码,PREREQUISITE_OF,CO_CON_022,补码,补码的编码与运算规则是理解计算机有符号整数表示的基础。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，1.4 二进制算术运算，教材p9（PDF页31）; 王道2027计组，数制与编码，教材p20（PDF页31）,0.98,跨课程：数字电子技术→计算机组成原理,9;20,“补码”（数字电子技术）与“补码”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：补码的编码与运算规则是理解计算机有符号整数表示的基础。
XCR_E_0145,DE_CON_017,组合逻辑电路,PREREQUISITE_OF,CO_OBJ_008,算术逻辑单元,算术逻辑单元由组合逻辑电路实现算术和逻辑功能。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，4.1 概述，教材p146（PDF页168）; 王道2027计组，运算方法和运算电路，教材p32（PDF页43）,0.96,跨课程：数字电子技术→计算机组成原理,146;32,“组合逻辑电路”（数字电子技术）与“算术逻辑单元”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：算术逻辑单元由组合逻辑电路实现算术和逻辑功能。
XCR_E_0146,CO_OBJ_009,加法器,IMPLEMENTED_BY,DE_OBJ_021,全加器,多位二进制加法器可由全加器级联或改进组合构成。,跨课程关系整理；参考：王道2027计组，运算方法和运算电路，教材p33（PDF页44）; 阎石《数字电子技术基础（第六版）》，4.4 若干常用的组合逻辑电路模块，教材p152（PDF页174）,0.95,跨课程：计算机组成原理→数字电子技术,33;152,“加法器”（计算机组成原理）与“全加器”（数字电子技术）存在跨课程关系“IMPLEMENTED_BY”。依据：多位二进制加法器可由全加器级联或改进组合构成。
XCR_E_0147,DE_OBJ_033,数据寄存器,APPLIED_IN,CO_OBJ_041,数据寄存器,I/O接口数据寄存器使用寄存器电路暂存一组二进制数据。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，5.4 寄存器，教材p229（PDF页251）; 王道2027计组，I/O接口，教材p293-298（PDF页304起）,0.93,跨课程：数字电子技术→计算机组成原理,229;293,“数据寄存器”（数字电子技术）与“数据寄存器”（计算机组成原理）存在跨课程关系“APPLIED_IN”。依据：I/O接口数据寄存器使用寄存器电路暂存一组二进制数据。
XCR_E_0148,DE_OBJ_034,静态随机存储器,PREREQUISITE_OF,CO_OBJ_012,SRAM,计算机组成原理中的SRAM建立在数字电子技术的静态随机存储电路原理之上。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，5.5 存储器，教材p230（PDF页252）; 王道2027计组，主存储器，教材p82（PDF页93）,0.96,跨课程：数字电子技术→计算机组成原理,230;82,“静态随机存储器”（数字电子技术）与“SRAM”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：计算机组成原理中的SRAM建立在数字电子技术的静态随机存储电路原理之上。
XCR_E_0149,DE_OBJ_035,动态随机存储器,PREREQUISITE_OF,CO_OBJ_013,DRAM,计算机组成原理中的DRAM需要理解动态存储单元及刷新机制。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，5.5 存储器，教材p230（PDF页252）; 王道2027计组，主存储器，教材p82（PDF页93）,0.96,跨课程：数字电子技术→计算机组成原理,230;82,“动态随机存储器”（数字电子技术）与“DRAM”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：计算机组成原理中的DRAM需要理解动态存储单元及刷新机制。
XCR_E_0150,DE_OBJ_036,只读存储器,PREREQUISITE_OF,CO_OBJ_014,ROM,只读存储器的电路与非易失保存原理是理解组成原理中ROM的基础。,跨课程关系整理；参考：阎石《数字电子技术基础（第六版）》，5.5 存储器，教材p230（PDF页252）; 王道2027计组，主存储器，教材p85（PDF页96）,0.94,跨课程：数字电子技术→计算机组成原理,230;85,“只读存储器”（数字电子技术）与“ROM”（计算机组成原理）存在跨课程关系“PREREQUISITE_OF”。依据：只读存储器的电路与非易失保存原理是理解组成原理中ROM的基础。
